user,first_social_sign,number_of_swaps,swaps_category,swapped_before_social,number_stake_actions,current_stake_raw,current_stake,stake_category,staked_before_social,defi_category
trandi7979.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
shubruhhh.near,2022-11-18 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
stephen_wolf.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
phamquang6789.near,2022-11-03 00:00:00.000,18,11-50 SWAPS,YES,8,439.682247733,439.682247733,+100 STAKED,YES,DEFI MASTER
pepsik.near,2023-03-05 00:00:00.000,3,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
orkhan876.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
mydev.near,2022-12-22 00:00:00.000,35,11-50 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
1bd115775a7196de808167ff904b281d41c7cec1268ec29be70eea6c6982b0ac,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
conscious420club.near,2023-03-11 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
cryptobeen.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
de56d8eb52d967ea1164aa8d7be6d3a904063d01c022e9406166d2bdd94b7bce,2023-02-23 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
shiraj.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
nakameowdough.near,2022-12-17 00:00:00.000,35,11-50 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
web3pass.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
tonurdx2.near,2023-03-04 00:00:00.000,3,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
ranyi11151983.near,2023-02-27 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
abdulkareem.near,2023-01-16 00:00:00.000,2,1-10 SWAPS,YES,1,2.0,2.0,0-100 STAKED,YES,DEFI MASTER
shenzne.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
xert.near,2023-02-03 00:00:00.000,2,1-10 SWAPS,NO,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
tnbchau177.near,2023-03-05 00:00:00.000,21,11-50 SWAPS,YES,2,-0.03975998713,0.0,NO STAKE,YES,DEFI MASTER
erikamin97.near,2023-03-04 00:00:00.000,1,1-10 SWAPS,YES,1,0.012,0.012,0-100 STAKED,YES,DEFI MASTER
4ed7021427168dbfeee994cd877aeeb3611d3b68627487319ea68278f4ab84e8,2023-03-08 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
virusel.near,2023-03-02 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
buidlersclub.near,2022-12-06 00:00:00.000,4,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
testbrrr.near,2022-10-23 00:00:00.000,6,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
andinophyline.near,2023-03-04 00:00:00.000,4,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
lyza.near,2022-11-25 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
c2fda3a8e7fdf9b0d458239d330a333210376c3be65d74bb0b3a0dfee78251a7,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
blakerizzo24.near,2023-03-07 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
vismitjain.near,2023-03-05 00:00:00.000,1,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
samwangnf.near,2022-11-10 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
jcw.near,2022-11-24 00:00:00.000,2,1-10 SWAPS,YES,7,623.344586042,623.344586042,+100 STAKED,YES,DEFI MASTER
128e1f352f564c62992bb647af2cc9c6c6ced76a5b7a9faaa209f12a21fd4518,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
uaelifan.near,2022-11-02 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
anhtai03111991.near,2023-03-05 00:00:00.000,14,11-50 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
ujangsalman990.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
hoata1.near,2022-11-01 00:00:00.000,4,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
burtzkie.near,2023-03-07 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
nguyen147.near,2023-03-06 00:00:00.000,1,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
chadoh.near,2022-07-21 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
altamash987.near,2023-03-04 00:00:00.000,8,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
stefangeorgbauer84.near,2023-01-17 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,11,2833.311089075,2833.311089075,+100 STAKED,YES,ONLY STAKED
zomland.near,2022-10-07 00:00:00.000,6,1-10 SWAPS,YES,12,-40.5906175,0.0,NO STAKE,YES,DEFI MASTER
hornywealth.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
5864.near,2022-11-10 00:00:00.000,1,1-10 SWAPS,YES,2,-0.01144049951,0.0,NO STAKE,NO,DEFI MASTER
zk666.near,2023-03-07 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
joepat.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
deol.near,2023-01-08 00:00:00.000,8,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
c483e7fb2f9bc8a97c4a7d5faefbf7ec3fd33efe44b07c9db2c3d51202a86ace,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
jeshapot21.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,2,-0.003676742441,0.0,NO STAKE,YES,ONLY STAKED
mubarakade.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
tennit.near,2023-02-27 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
ashish92111.near,2023-03-05 00:00:00.000,1,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
e157bfecfff11160f4cd8410a9fbbcd5f6aa2aa5bb9b0ca2b826779970dc8296,2022-12-22 00:00:00.000,93,+50 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
mshchnk8.near,2022-11-10 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
rst1984.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
corleone.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,3,3e-05,3e-05,0-100 STAKED,YES,ONLY STAKED
ghini.near,2023-03-14 00:00:00.000,33,11-50 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
nearindiahub.near,2023-01-24 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
genz5.near,2022-11-10 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,2,-0.01248495964,0.0,NO STAKE,NO,ONLY STAKED
thomasharris.near,2023-03-04 00:00:00.000,3,1-10 SWAPS,NO,2,-0.1175719649,0.0,NO STAKE,YES,DEFI MASTER
896a61d0baadf70c521676709fb57abca1f935c771a440884a2e2aa6fa94f34f,2023-02-08 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
crypto9.near,2023-01-28 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
clintonhan.near,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
lord1.near,2023-02-17 00:00:00.000,4,1-10 SWAPS,YES,1,0.7,0.7,0-100 STAKED,YES,DEFI MASTER
42384485a3b20fdfcec7941b7d2552cc230ac14fe8be9f078073943d7fcb9154,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
sodicmovic.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
hongphuct8.near,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
brad123.near,2023-02-25 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
nishalok.near,2023-03-07 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
seksual.near,2023-02-07 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
nghianeo.near,2022-11-10 00:00:00.000,1,1-10 SWAPS,YES,11,-0.6718749074,0.0,NO STAKE,YES,DEFI MASTER
halim002.near,2023-03-04 00:00:00.000,17,11-50 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
saketh.near,2022-12-13 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,10,-238.093686447,0.0,NO STAKE,YES,ONLY STAKED
selfishk666.near,2023-03-05 00:00:00.000,2,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
0bc544491fef49a58af07613333c8ae34931b820e6f8075235da961634ecec9e,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
21ecd357838f5e67c99dbb7808d3afc970912cc3191a1cc2272962fd41ae77e2,2023-03-13 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
b7089f51b27b6cf719ed9a4b64dccbbf99652c0e16694e82f90da130915d74a8,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
josuemarc.near,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
465b6c8968c867a65e14134dc3f8e042eeba0be7950bbc858f566fe3196549b9,2023-03-03 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,1,0.02732,0.02732,0-100 STAKED,NO,ONLY STAKED
ambrazhevich.near,2023-03-03 00:00:00.000,1,1-10 SWAPS,YES,5,-0.08208983745,0.0,NO STAKE,YES,DEFI MASTER
4cabf7422f3f15539c777e6d7c6b733f80db84d73bea7e65d7becb7f310cb26c,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
d3b1a923388c89f42be0b0d419ec0c48eea991416e44ec8cbd81888cc28c4793,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
comicbooks.near,2022-10-31 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
ilyar.near,2022-04-06 00:00:00.000,16,11-50 SWAPS,YES,4,-1.777486434,0.0,NO STAKE,YES,DEFI MASTER
tiacass.near,2023-03-10 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
thaithien268.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
vicl9403.near,2023-03-08 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
hikkey.near,2022-11-11 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
armujahid.near,2023-03-13 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,6,62.715506639,62.715506639,0-100 STAKED,YES,ONLY STAKED
wustax.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
ammarh.near,2023-03-03 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,2,-0.0005640918514,0.0,NO STAKE,YES,ONLY STAKED
b5d017a17dd51226493ea6cd54c7ef7b30d863db180190c83b5125b44cbd6691,2023-02-18 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,5,114.091939082,114.091939082,+100 STAKED,YES,ONLY STAKED
bgchadwick.near,2023-02-23 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
bucanero.near,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
temmydaryorola.near,2022-10-15 00:00:00.000,29,11-50 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
unin97.near,2023-03-10 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
vjlane.near,2023-02-21 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
carot186.near,2022-11-14 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
trongle12345.near,2022-11-14 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
e760e7e1f78fb010bd10ae22387241cbd61d6287c083df11514be81cece141c6,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
mdalifshaikh1.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
5d8364661d13281ada83f11e5ee9c0c45bffeede4dfa7e6c4657e99e522df9ea,2023-03-11 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
kabir98.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
fafan.near,2023-02-08 00:00:00.000,6,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
yasmijona.near,2023-03-08 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
detectivcoins.near,2023-03-04 00:00:00.000,5,1-10 SWAPS,YES,8,-0.01906215166,0.0,NO STAKE,YES,DEFI MASTER
tgoerke.near,2022-06-02 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
lalitsingla01.near,2022-10-06 00:00:00.000,4,1-10 SWAPS,YES,8,10.919705955,10.919705955,0-100 STAKED,YES,DEFI MASTER
2af6f06c651a10a8b3cb90bba98d12d8a282f6157c2d80ff35e10486d2cf266b,2023-02-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,6,-0.01879061073,0.0,NO STAKE,YES,ONLY STAKED
jinou.near,2023-01-31 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
perpul.near,2022-12-16 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
faizipasya.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,1,0.02,0.02,0-100 STAKED,YES,ONLY STAKED
blvckpr.near,2023-02-08 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,10,36.603836657,36.603836657,0-100 STAKED,YES,ONLY STAKED
4391bbc5f424d4e5220d774a30e8d51d87a2f309664f84a49c39815dcc354c6f,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
lrdraphy.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,1,0.3,0.3,0-100 STAKED,YES,ONLY STAKED
alvinsan.near,2023-03-05 00:00:00.000,30,11-50 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
izabeaydi.near,2023-03-10 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
nirrob.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
daoplanet.near,2023-01-30 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
deadshot24359.near,2023-03-11 00:00:00.000,12,11-50 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
e90ea63f6da944def95f6d248b9a7066a1044181c685dbd06b78950b878afc92,2023-02-09 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
mintiu.near,2022-11-15 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
oxytocin.near,2022-11-11 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
abubakar.near,2023-03-04 00:00:00.000,11,11-50 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
j3tson.near,2023-02-17 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
tutinh.near,2023-03-11 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
flame1988.near,2022-11-15 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,5,111.343666659,111.343666659,+100 STAKED,YES,ONLY STAKED
svetik.near,2022-12-02 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,2,-0.09330845795,0.0,NO STAKE,YES,ONLY STAKED
e1244c884f94c2e658f45e8d497d0a2fab1efdb583a3d7236d0d35e0143e25c4,2023-03-08 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
nearux.near,2023-01-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
musftan.near,2023-03-11 00:00:00.000,5,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
melasys.near,2023-02-14 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
hai1177.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
phap420.near,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,1,0.1,0.1,0-100 STAKED,YES,ONLY STAKED
30341f67e524959c1c355a8550681a0fe336a6765679cd1cfc86b34c476b9b6f,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
sarahiep.near,2022-11-14 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
contribut3.near,2023-01-23 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
prayy.near,2023-03-11 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
signinhere.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
hanchok3.near,2022-12-21 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
stiles11.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
romanshumchuk.near,2022-11-26 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
dhruvil50.near,2023-03-05 00:00:00.000,14,11-50 SWAPS,YES,1,1.0,1.0,0-100 STAKED,YES,DEFI MASTER
pasucaru.near,2023-03-04 00:00:00.000,18,11-50 SWAPS,YES,6,24.94,24.94,0-100 STAKED,YES,DEFI MASTER
dhruv_patel.near,2023-03-05 00:00:00.000,1,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
mil_lesya.near,2022-10-10 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,9,4.724965392,4.724965392,0-100 STAKED,YES,ONLY STAKED
namem5.near,2022-11-10 00:00:00.000,1,1-10 SWAPS,NO,2,-0.01204947484,0.0,NO STAKE,NO,DEFI MASTER
up68.near,2022-11-10 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,2,-0.01278475226,0.0,NO STAKE,NO,ONLY STAKED
alexljm.near,2023-03-04 00:00:00.000,1,1-10 SWAPS,YES,4,70.0,70.0,0-100 STAKED,YES,DEFI MASTER
itsmezerotwo.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
3a951f2558f2753579aed8f7beca7281d36cd7a5de640f07fe3c2c764884ef55,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
c41c2915de19daeca2a6b85bca44ed979a4c0697f91155860cc89a32a7a46b0f,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
0180e9e024d226a21664d2a010b9525187aca997c863d8f3428efcf4ce1205d7,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
017478720daa950fd033d507f3ac60c21c7bd3120f4a3c888b4f6868993d640c,2023-03-08 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
bagadefente.near,2022-12-22 00:00:00.000,24,11-50 SWAPS,YES,5,248.823464426,248.823464426,+100 STAKED,YES,DEFI MASTER
2ae24bec08fcd2cbcc0fe2bb598e0d68cf14d9f05002e144ebf1d3dcfaa89f6a,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
boluwajih.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
softcloud.near,2022-11-28 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
cr7777.near,2022-12-05 00:00:00.000,15,11-50 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
openglobal.near,2023-02-13 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
e723a27f08b1370cf067b48a6bfcd4ed0b440a1e5030a724ed5f5cefc692e9f7,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
hoahoa12.near,2022-11-14 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
minhkaka.near,2023-03-05 00:00:00.000,27,11-50 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
2bc602a8146bfc5aff197eb059276ab42a63e2d4e5c25c96aaefc21929685662,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
keropie.near,2023-03-05 00:00:00.000,1,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
